詞頻序號,詞目,,出現頻次,累積頻次,累積百分比
4914,猛象,,17,366151,69.02613
4915,瓶子,ㄆㄧㄥˊ　˙ㄗ,17,366168,69.029335
4916,盛大,ㄕㄥˋ　ㄉㄚˋ,17,366185,69.03254
4917,符號,ㄈㄨˊ　ㄏㄠˋ,17,366202,69.035745
4918,船員,ㄔㄨㄢˊ　ㄩㄢˊ,17,366219,69.03895
4919,規律,ㄍㄨㄟ　ㄌㄩˋ,17,366236,69.042155
4920,逍遙,ㄒㄧㄠ　ㄧㄠˊ,17,366253,69.04536
4921,通路,ㄊㄨㄥ　ㄌㄨˋ,17,366270,69.048565
4922,野外,ㄧㄝˇ　ㄨㄞˋ,17,366287,69.05177
4923,陪伴,ㄆㄟˊ　ㄅㄢˋ,17,366304,69.054975
4924,頂尖,ㄉㄧㄥˇ　ㄐㄧㄢ,17,366321,69.05818
4925,頂級,,17,366338,69.061385
4926,傍晚,ㄅㄤ　ㄨㄢˇ,17,366355,69.06459
4927,創辦人,ㄔㄨㄤˋ　ㄅㄢˋ　ㄖㄣˊ,17,366372,69.067795
4928,創舉,ㄔㄨㄤˋ　ㄐㄩˇ,17,366389,69.071
4929,勞力,ㄌㄠˊ　ㄌㄧˋ,17,366406,69.074205
4930,喇叭,ㄌㄚˇ　ㄅㄚ,17,366423,69.07741
4931,圍牆,ㄨㄟˊ　ㄑㄧㄤˊ,17,366440,69.080615
4932,圍繞,ㄨㄟˊ　ㄖㄠˋ,17,366457,69.08382
4933,報社,ㄅㄠˋ　ㄕㄜˋ,17,366474,69.087025
4934,報酬,ㄅㄠˋ　ㄔㄡˊ,17,366491,69.09023
4935,奠定,ㄉㄧㄢˋ　ㄉㄧㄥˋ,17,366508,69.093435
4936,寒流,ㄏㄢˊ　ㄌㄧㄡˊ,17,366525,69.09664
4937,散文,ㄙㄢˇ　ㄨㄣˊ,17,366542,69.099845
4938,朝賀,ㄔㄠˊ　ㄏㄜˋ,17,366559,69.10305
4939,椅背,,17,366576,69.106255
4940,款式,ㄎㄨㄢˇ　ㄕˋ,17,366593,69.10946
4941,無能,ㄨˊ　ㄋㄥˊ,17,366610,69.112665
4942,無線電,ㄨˊ　ㄒㄧㄢˋ　ㄉㄧㄢˋ,17,366627,69.11587
4943,犀牛角,ㄒㄧ　ㄋㄧㄡˊ　ㄐㄧㄠˇ,17,366644,69.119075
4944,畫作,,17,366661,69.12228
4945,發起,ㄈㄚ　ㄑㄧˇ,17,366678,69.125485
4946,稅負,,17,366695,69.12869
4947,稀有,ㄒㄧ　ㄧㄡˇ,17,366712,69.131895
4948,結石,ㄐㄧㄝˊ　ㄕˊ,17,366729,69.1351
4949,結識,ㄐㄧㄝˊ　ㄕˋ,17,366746,69.138305
4950,進駐,ㄐㄧㄣˋ　ㄓㄨˋ,17,366763,69.14151
4951,集郵,ㄐㄧˊ　ㄧㄡˊ,17,366780,69.144715
4952,傳來,,17,366797,69.14792
4953,僅僅,ㄐㄧㄣˇ　ㄐㄧㄣˇ,17,366814,69.151125
4954,微妙,ㄨㄟˊ　ㄇㄧㄠˋ,17,366831,69.15433
4955,慎重,ㄕㄣˋ　ㄓㄨㄥˋ,17,366848,69.157535
4956,新人,ㄒㄧㄣ　ㄖㄣˊ,17,366865,69.16074
4957,極速,,17,366882,69.163945
4958,殿堂,ㄉㄧㄢˋ　ㄊㄤˊ,17,366899,69.16715
4959,溫哥華,ㄨㄣ　ㄍㄜ　ㄏㄨㄚˊ,17,366916,69.170355
4960,準時,ㄓㄨㄣˇ　ㄕˊ,17,366933,69.17356
4961,照樣,ㄓㄠˋ　ㄧㄤˋ,17,366950,69.176765
4962,當代,ㄉㄤ　ㄉㄞˋ,17,366967,69.17997
4963,罪惡,ㄗㄨㄟˋ　ㄜˋ,17,366984,69.183175
4964,聖經,ㄕㄥˋ　ㄐㄧㄥ,17,367001,69.18638
4965,葡萄牙,,17,367018,69.189585
4966,解體,ㄐㄧㄝˇ　ㄊㄧˇ,17,367035,69.19279
4967,跟進,ㄍㄣ　ㄐㄧㄣˋ,17,367052,69.195995
4968,路況,ㄌㄨˋ　ㄎㄨㄤˋ,17,367069,69.1992
4969,跳動,ㄊㄧㄠˋ　ㄉㄨㄥˋ,17,367086,69.202405
4970,道歉,ㄉㄠˋ　ㄑㄧㄢˋ,17,367103,69.20561
4971,過量,ㄍㄨㄛˋ　ㄌㄧㄤˋ,17,367120,69.208815
4972,遍布,ㄅㄧㄢˋ　ㄅㄨˋ,17,367137,69.21202
4973,電池,ㄉㄧㄢˋ　ㄔˊ,17,367154,69.215225
4974,預告,ㄩˋ　ㄍㄠˋ,17,367171,69.21843
4975,團員,ㄊㄨㄢˊ　ㄩㄢˊ,17,367188,69.221635
4976,圖像,ㄊㄨˊ　ㄒㄧㄤˋ,17,367205,69.22484
4977,察覺,ㄔㄚˊ　ㄐㄩㄝˊ,17,367222,69.228045
4978,截然,ㄐㄧㄝˊ　ㄖㄢˊ,17,367239,69.23125
4979,演戲,ㄧㄢˇ　ㄒㄧˋ,17,367256,69.234455
4980,漩渦,ㄒㄩㄢˊ　ㄨㄛ,17,367273,69.23766
4981,種植,ㄓㄨㄥˋ　ㄓˊ,17,367290,69.240865
4982,精神科,,17,367307,69.24407
4983,維也納,,17,367324,69.247275
4984,維繫,ㄨㄟˊ　ㄒㄧˋ,17,367341,69.25048
4985,腐敗,ㄈㄨˇ　ㄅㄞˋ,17,367358,69.253685
4986,臺北人,,17,367375,69.25689
4987,語氣,ㄩˇ　ㄑㄧˋ,17,367392,69.260095
4988,審議,ㄕㄣˇ　ㄧˋ,17,367409,69.2633
4989,徵候,ㄓㄥ　ㄏㄡˋ,17,367426,69.266505
4990,標本,ㄅㄧㄠ　ㄅㄣˇ,17,367443,69.26971
4991,標示,ㄅㄧㄠ　ㄕˋ,17,367460,69.272915
4992,模仿,ㄇㄛˊ　ㄈㄤˇ,17,367477,69.27612
4993,潰瘍,ㄎㄨㄟˋ　ㄧㄤˊ,17,367494,69.279325
4994,碼頭,ㄇㄚˇ　˙ㄊㄡ,17,367511,69.28253
4995,線索,ㄒㄧㄢˋ　ㄙㄨㄛˇ,17,367528,69.285735
4996,衝動,ㄔㄨㄥ　ㄉㄨㄥˋ,17,367545,69.28894
4997,課徵,ㄎㄜˋ　ㄓㄥ,17,367562,69.292145
4998,鄭板橋,ㄓㄥˋ　ㄅㄢˇ　ㄑㄧㄠˊ,17,367579,69.29535
4999,鋁合金,ㄌㄩˇ　ㄏㄜˊ　ㄐㄧㄣ,17,367596,69.298555
5000,魯迪,,17,367613,69.30176
5001,操場,ㄘㄠ　ㄔㄤˇ,17,367630,69.304965
5002,機能,ㄐㄧ　ㄋㄥˊ,17,367647,69.30817
5003,激勵,ㄐㄧ　ㄌㄧˋ,17,367664,69.311375
5004,謀生,ㄇㄡˊ　ㄕㄥ,17,367681,69.31458
5005,貓王,,17,367698,69.317785
5006,辦事,ㄅㄢˋ　ㄕˋ,17,367715,69.32099
5007,遵守,ㄗㄨㄣ　ㄕㄡˇ,17,367732,69.324195
5008,霍伯太空望遠鏡,,17,367749,69.3274
5009,頻頻,ㄆㄧㄣˊ　ㄆㄧㄣˊ,17,367766,69.330605
5010,壓迫,ㄧㄚ　ㄆㄛˋ,17,367783,69.33381
5011,應邀,ㄧㄥˋ　ㄧㄠ,17,367800,69.337015
5012,應變,ㄧㄥˋ　ㄅㄧㄢˋ,17,367817,69.34022
5013,牆壁,ㄑㄧㄤˊ　ㄅㄧˋ,17,367834,69.343425
5014,總部,ㄗㄨㄥˇ　ㄅㄨˋ,17,367851,69.34663
5015,繁華,ㄈㄢˊ　ㄏㄨㄚˊ,17,367868,69.349835
5016,聯邦,ㄌㄧㄢˊ　ㄅㄤ,17,367885,69.35304
5017,聯誼,ㄌㄧㄢˊ　ㄧˋ,17,367902,69.356245
5018,醞釀,ㄩㄣˋ　ㄋㄧㄤˋ,17,367919,69.35945
5019,鮮明,ㄒㄧㄢ　ㄇㄧㄥˊ,17,367936,69.362655
5020,禮儀,ㄌㄧˇ　ㄧˊ,17,367953,69.36586
5021,禮讓,ㄌㄧˇ　ㄖㄤˋ,17,367970,69.369065
5022,藉此,,17,367987,69.37227
5023,轉世,ㄓㄨㄢˇ　ㄕˋ,17,368004,69.375475
5024,懷抱,ㄏㄨㄞˊ　ㄅㄠˋ,17,368021,69.37868
5025,藥膏,ㄧㄠˋ　ㄍㄠ,17,368038,69.381885
5026,競爭者,,17,368055,69.38509
5027,黨部,ㄉㄤˇ　ㄅㄨˋ,17,368072,69.388295
5028,攝取,ㄕㄜˋ　ㄑㄩˇ,17,368089,69.3915
5029,露營,ㄌㄨˋ　ㄧㄥˊ,17,368106,69.394705
5030,響起,,17,368123,69.39791
5031,權勢,ㄑㄩㄢˊ　ㄕˋ,17,368140,69.401115
5032,體檢,ㄊㄧˇ　ㄐㄧㄢˇ,17,368157,69.40432
5033,觀光客,ㄍㄨㄢ　ㄍㄨㄤ　ㄎㄜˋ,17,368174,69.407525
5034,鑰匙,ㄧㄠˋ　˙ㄕ,17,368191,69.41073
5035,鸚鵡,ㄧㄥ　ㄨˇ,17,368208,69.413935
5036,一回事,ㄧ　ㄏㄨㄟˊ　ㄕˋ　（變）ㄧˋ　ㄏㄨㄟˊ　ㄕˋ,16,368224,69.416951
5037,一行人,ㄧ　ㄒㄧㄥˊ　ㄖㄣˊ　（變）ㄧˋ　ㄒㄧㄥˊ　ㄖㄣˊ,16,368240,69.419967
5038,一起來,,16,368256,69.422983
5039,二二八,,16,368272,69.425999
5040,下旬,ㄒㄧㄚˋ　ㄒㄩㄣˊ,16,368288,69.429015
5041,下滑,ㄒㄧㄚˋ　ㄏㄨㄚˊ,16,368304,69.432031
5042,女工,ㄋㄩˇ　ㄍㄨㄥ,16,368320,69.435047
5043,小偷,ㄒㄧㄠˇ　ㄊㄡ,16,368336,69.438063
5044,工作室,ㄍㄨㄥ　ㄗㄨㄛˋ　ㄕˋ,16,368352,69.441079
5045,工商業,ㄍㄨㄥ　ㄕㄤ　ㄧㄝˋ,16,368368,69.444095
5046,不容,ㄅㄨˋ　ㄖㄨㄥˊ,16,368384,69.447111
5047,不惜,ㄅㄨˋ　ㄒㄧˊ,16,368400,69.450127
5048,中旬,ㄓㄨㄥ　ㄒㄩㄣˊ,16,368416,69.453143
5049,中原,ㄓㄨㄥ　ㄩㄢˊ,16,368432,69.456159
5050,中學生,,16,368448,69.459175
5051,元宵節,ㄩㄢˊ　ㄒㄧㄠ　ㄐㄧㄝˊ,16,368464,69.462191
5052,切換,ㄑㄧㄝ　ㄏㄨㄢˋ,16,368480,69.465207
5053,勾勒,ㄍㄡ　ㄌㄜˋ,16,368496,69.468223
5054,化妝品,ㄏㄨㄚˋ　ㄓㄨㄤ　ㄆㄧㄣˇ,16,368512,69.471239
5055,升高,ㄕㄥ　ㄍㄠ,16,368528,69.474255
5056,反射,ㄈㄢˇ　ㄕㄜˋ,16,368544,69.477271
5057,天文臺,ㄊㄧㄢ　ㄨㄣˊ　ㄊㄞˊ,16,368560,69.480287
5058,天體,ㄊㄧㄢ　ㄊㄧˇ,16,368576,69.483303
5059,少見,ㄕㄠˇ　ㄐㄧㄢˋ,16,368592,69.486319
5060,少量,ㄕㄠˇ　ㄌㄧㄤˋ,16,368608,69.489335
5061,巴比倫,,16,368624,69.492351
5062,巴塞隆納,,16,368640,69.495367
5063,心頭,ㄒㄧㄣ　ㄊㄡˊ,16,368656,69.498383
5064,手掌,ㄕㄡˇ　ㄓㄤˇ,16,368672,69.501399
5065,日益,ㄖˋ　ㄧˋ,16,368688,69.504415
5066,木材,ㄇㄨˋ　ㄘㄞˊ,16,368704,69.507431
5067,水面,ㄕㄨㄟˇ　ㄇㄧㄢˋ,16,368720,69.510447
5068,火車站,ㄏㄨㄛˇ　ㄔㄜ　ㄓㄢˋ,16,368736,69.513463
5069,片廠,,16,368752,69.516479
5070,王亞民,,16,368768,69.519495
5071,代表性,,16,368784,69.522511
5072,充斥,ㄔㄨㄥ　ㄔˋ,16,368800,69.525527
5073,充份,,16,368816,69.528543
5074,加熱,ㄐㄧㄚ　ㄖㄜˋ,16,368832,69.531559
5075,包皮,ㄅㄠ　ㄆㄧˊ,16,368848,69.534575
5076,包拯,ㄅㄠ　ㄓㄥˇ,16,368864,69.537591
5077,史料,ㄕˇ　ㄌㄧㄠˋ,16,368880,69.540607
5078,四肢,ㄙˋ　ㄓ,16,368896,69.543623
5079,外長,,16,368912,69.546639
5080,外省人,,16,368928,69.549655
5081,外部,ㄨㄞˋ　ㄅㄨˋ,16,368944,69.552671
5082,巧克力,ㄑㄧㄠˇ　ㄎㄜˋ　ㄌㄧˋ,16,368960,69.555687
5083,民意調查,ㄇㄧㄣˊ　ㄧˋ　ㄉㄧㄠˋ　ㄔㄚˊ,16,368976,69.558703
5084,瓦解,ㄨㄚˇ　ㄐㄧㄝˇ,16,368992,69.561719
5085,用水,ㄩㄥˋ　ㄕㄨㄟˇ,16,369008,69.564735
5086,白人,ㄅㄞˊ　ㄖㄣˊ,16,369024,69.567751
5087,白領階級,ㄅㄞˊ　ㄌㄧㄥˇ　ㄐㄧㄝ　ㄐㄧˊ,16,369040,69.570767
5088,石碑,ㄕˊ　ㄅㄟ,16,369056,69.573783
5089,交通部,ㄐㄧㄠ　ㄊㄨㄥ　ㄅㄨˋ,16,369072,69.576799
5090,光度,ㄍㄨㄤ　ㄉㄨˋ,16,369088,69.579815
5091,全國性,ㄑㄩㄢˊ　ㄍㄨㄛˊ　ㄒㄧㄥˋ,16,369104,69.582831
5092,共存,ㄍㄨㄥˋ　ㄘㄨㄣˊ,16,369120,69.585847
5093,同期,ㄊㄨㄥˊ　ㄑㄧˊ,16,369136,69.588863
5094,各界,ㄍㄜˋ　ㄐㄧㄝˋ,16,369152,69.591879
5095,地表,ㄉㄧˋ　ㄅㄧㄠˇ,16,369168,69.594895
5096,在家,ㄗㄞˋ　ㄐㄧㄚ,16,369184,69.597911
5097,好手,ㄏㄠˇ　ㄕㄡˇ,16,369200,69.600927
5098,好吃,ㄏㄠˇ　ㄔ,16,369216,69.603943
5099,安裝,ㄢ　ㄓㄨㄤ,16,369232,69.606959
5100,考察隊,,16,369248,69.609975
5101,自民黨,,16,369264,69.612991
5102,行進,ㄒㄧㄥˊ　ㄐㄧㄣˋ,16,369280,69.616007
5103,似星體,,16,369296,69.619023
5104,冷凍,ㄌㄥˇ　ㄉㄨㄥˋ,16,369312,69.622039
5105,壯觀,ㄓㄨㄤˋ　ㄍㄨㄢ,16,369328,69.625055
5106,妙方,ㄇㄧㄠˋ　ㄈㄤ,16,369344,69.628071
5107,戒毒,ㄐㄧㄝˋ　ㄉㄨˊ,16,369360,69.631087
5108,批准,ㄆㄧ　ㄓㄨㄣˇ,16,369376,69.634103
5109,更年期,ㄍㄥ　ㄋㄧㄢˊ　ㄑㄧˊ,16,369392,69.637119
5110,李時珍,ㄌㄧˇ　ㄕˊ　ㄓㄣ,16,369408,69.640135
5111,每個人,,16,369424,69.643151
5112,汽缸,ㄑㄧˋ　ㄍㄤ,16,369440,69.646167
5113,見證,ㄐㄧㄢˋ　ㄓㄥˋ,16,369456,69.649183
5114,車壇,,16,369472,69.652199
5115,兔子,ㄊㄨˋ　˙ㄗ,16,369488,69.655215
5116,典雅,ㄉㄧㄢˇ　ㄧㄚˇ,16,369504,69.658231
5117,受損,ㄕㄡˋ　ㄙㄨㄣˇ,16,369520,69.661247
5118,幸好,ㄒㄧㄥˋ　ㄏㄠˇ,16,369536,69.664263
5119,拋棄,ㄆㄠ　ㄑㄧˋ,16,369552,69.667279
5120,拚命,ㄆㄢˋ　ㄇㄧㄥˋ,16,369568,69.670295
5121,拆除,ㄔㄞ　ㄔㄨˊ,16,369584,69.673311
5122,明日,ㄇㄧㄥˊ　ㄖˋ,16,369600,69.676327
5123,果真,ㄍㄨㄛˇ　ㄓㄣ,16,369616,69.679343
5124,玫琳凱,,16,369632,69.682359
5125,盲目,ㄇㄤˊ　ㄇㄨˋ,16,369648,69.685375
5126,表決,ㄅㄧㄠˇ　ㄐㄩㄝˊ,16,369664,69.688391
5127,表明,ㄅㄧㄠˇ　ㄇㄧㄥˊ,16,369680,69.691407
5128,長達,,16,369696,69.694423
5129,長遠,ㄔㄤˊ　ㄩㄢˇ,16,369712,69.697439
5130,侵蝕,ㄑㄧㄣ　ㄕˊ,16,369728,69.700455
5131,便當,ㄅㄧㄢˋ　˙ㄉㄤ,16,369744,69.703471
5132,南亞,,16,369760,69.706487
5133,南海,ㄋㄢˊ　ㄏㄞˇ,16,369776,69.709503
5134,南斯拉夫,,16,369792,69.712519
5135,南臺灣,ㄋㄢˊ　ㄊㄞˊ　ㄨㄢ,16,369808,69.715535
5136,城鄉,ㄔㄥˊ　ㄒㄧㄤ,16,369824,69.718551
5137,宣告,ㄒㄩㄢ　ㄍㄠˋ,16,369840,69.721567
5138,急診室,,16,369856,69.724583
5139,施明德,,16,369872,69.727599
5140,染色體,ㄖㄢˇ　ㄙㄜˋ　ㄊㄧˇ,16,369888,69.730615
5141,流淚,ㄌㄧㄡˊ　ㄌㄟˋ,16,369904,69.733631
5142,洞口,,16,369920,69.736647
5143,炸彈,ㄓㄚˋ　ㄉㄢˋ,16,369936,69.739663
5144,皇家,ㄏㄨㄤˊ　ㄐㄧㄚ,16,369952,69.742679
5145,看板,ㄎㄢˋ　ㄅㄢˇ,16,369968,69.745695
5146,看病,ㄎㄢˋ　ㄅㄧㄥˋ,16,369984,69.748711
5147,突顯,ㄊㄨˊ　ㄒㄧㄢˇ,16,370000,69.751727
5148,耐力,ㄋㄞˋ　ㄌㄧˋ,16,370016,69.754743
5149,迫使,ㄆㄛˋ　ㄕˇ,16,370032,69.757759
5150,風雨,ㄈㄥ　ㄩˇ,16,370048,69.760775
5151,飛舞,ㄈㄟ　ㄨˇ,16,370064,69.763791
5152,修護,ㄒㄧㄡ　ㄏㄨˋ,16,370080,69.766807
5153,宴會,ㄧㄢˋ　ㄏㄨㄟˋ,16,370096,69.769823
5154,校外,,16,370112,69.772839
5155,海盜,ㄏㄞˇ　ㄉㄠˋ,16,370128,69.775855
5156,涉嫌,ㄕㄜˋ　ㄒㄧㄢˊ,16,370144,69.778871
5157,特有,ㄊㄜˋ　ㄧㄡˇ,16,370160,69.781887
5158,紡織,ㄈㄤˇ　ㄓ,16,370176,69.784903
5159,缺陷,ㄑㄩㄝ　ㄒㄧㄢˋ,16,370192,69.787919
5160,草莓,ㄘㄠˇ　ㄇㄟˊ,16,370208,69.790935
5161,起身,ㄑㄧˇ　ㄕㄣ,16,370224,69.793951
5162,起碼,ㄑㄧˇ　ㄇㄚˇ,16,370240,69.796967
5163,送到,,16,370256,69.799983
5164,骨骼,ㄍㄨˇ　ㄍㄜˊ,16,370272,69.802999
5165,高大,ㄍㄠ　ㄉㄚˋ,16,370288,69.806015
5166,高原,ㄍㄠ　ㄩㄢˊ,16,370304,69.809031
5167,高爾夫,ㄍㄠ　ㄦˇ　ㄈㄨ,16,370320,69.812047
5168,健康檢查,,16,370336,69.815063
5169,動能,ㄉㄨㄥˋ　ㄋㄥˊ,16,370352,69.818079
5170,動搖,ㄉㄨㄥˋ　ㄧㄠˊ,16,370368,69.821095
5171,動腦,ㄉㄨㄥˋ　ㄋㄠˇ,16,370384,69.824111
5172,參議員,,16,370400,69.827127
5173,國大,ㄍㄨㄛˊ　ㄉㄚˋ,16,370416,69.830143
5174,宿命,ㄙㄨˋ　ㄇㄧㄥˋ,16,370432,69.833159
5175,宿舍,ㄙㄨˋ　ㄕㄜˋ,16,370448,69.836175
5176,崗位,ㄍㄤˇ　ㄨㄟˋ,16,370464,69.839191
5177,掩飾,ㄧㄢˇ　ㄕˋ,16,370480,69.842207
5178,排出,,16,370496,69.845223
5179,排放,ㄆㄞˊ　ㄈㄤˋ,16,370512,69.848239
5180,晚年,ㄨㄢˇ　ㄋㄧㄢˊ,16,370528,69.851255
5181,殺人,,16,370544,69.854271
5182,殺手,ㄕㄚ　ㄕㄡˇ,16,370560,69.857287
5183,甜蜜,ㄊㄧㄢˊ　ㄇㄧˋ,16,370576,69.860303
5184,終止,ㄓㄨㄥ　ㄓˇ,16,370592,69.863319
5185,聆聽,ㄌㄧㄥˊ　ㄊㄧㄥ,16,370608,69.866335
5186,船隻,ㄔㄨㄢˊ　ㄓ,16,370624,69.869351
5187,貫徹,ㄍㄨㄢˋ　ㄔㄜˋ,16,370640,69.872367
5188,貪婪,ㄊㄢ　ㄌㄢˊ,16,370656,69.875383
5189,造福,ㄗㄠˋ　ㄈㄨˊ,16,370672,69.878399
5190,麻醉,ㄇㄚˊ　ㄗㄨㄟˋ,16,370688,69.881415
5191,場景,ㄔㄤˊ　ㄐㄧㄥˇ,16,370704,69.884431
5192,尊貴,ㄗㄨㄣ　ㄍㄨㄟˋ,16,370720,69.887447
5193,愉悅,ㄩˊ　ㄩㄝˋ,16,370736,69.890463
5194,提振,ㄊㄧˊ　ㄓㄣˋ,16,370752,69.893479
5195,揭露,ㄐㄧㄝ　ㄌㄨˋ,16,370768,69.896495
5196,換取,ㄏㄨㄢˋ　ㄑㄩˇ,16,370784,69.899511
5197,期盼,ㄑㄧˊ　ㄆㄢˋ,16,370800,69.902527
5198,棲息,ㄑㄧ　ㄒㄧˊ,16,370816,69.905543
5199,殖民,ㄓˊ　ㄇㄧㄣˊ,16,370832,69.908559
5200,港片,ㄍㄤˇ　ㄆㄧㄢˋ,16,370848,69.911575
5201,渡假,,16,370864,69.914591
5202,猶如,ㄧㄡˊ　ㄖㄨˊ,16,370880,69.917607
5203,畫畫,,16,370896,69.920623
5204,發放,ㄈㄚ　ㄈㄤˋ,16,370912,69.923639
5205,窘境,ㄐㄩㄥˇ　ㄐㄧㄥˋ,16,370928,69.926655
5206,窗戶,ㄔㄨㄤ　ㄏㄨˋ　（變）ㄔㄨㄤ　˙ㄏㄨ,16,370944,69.929671
5207,童玩,ㄊㄨㄥˊ　ㄨㄢˊ,16,370960,69.932687
5208,絕不,ㄐㄩㄝˊ　ㄅㄨˋ,16,370976,69.935703
5209,裂縫,ㄌㄧㄝˋ　ㄈㄥˋ,16,370992,69.938719
5210,診治,ㄓㄣˇ　ㄓˋ,16,371008,69.941735
5211,軸距,ㄓㄡˊ　ㄐㄩˋ,16,371024,69.944751
5212,進度,ㄐㄧㄣˋ　ㄉㄨˋ,16,371040,69.947767
5213,隊長,ㄉㄨㄟˋ　ㄓㄤˇ,16,371056,69.950783
5214,順應,ㄕㄨㄣˋ　ㄧㄥˋ,16,371072,69.953799
5215,黑道,ㄏㄟ　ㄉㄠˋ,16,371088,69.956815
5216,新大陸,ㄒㄧㄣ　ㄉㄚˋ　ㄌㄨˋ,16,371104,69.959831
5217,暗示,ㄢˋ　ㄕˋ,16,371120,69.962847
5218,會計師,ㄎㄨㄞˋ　ㄐㄧˋ　ㄕ,16,371136,69.965863
5219,概念車,ㄍㄞˋ　ㄋㄧㄢˋ　ㄔㄜ,16,371152,69.968879
5220,當今,ㄉㄤ　ㄐㄧㄣ,16,371168,69.971895
5221,睪丸,ㄍㄠ　ㄨㄢˊ,16,371184,69.974911
5222,碑林,ㄅㄟ　ㄌㄧㄣˊ,16,371200,69.977927
5223,群體,ㄑㄩㄣˊ　ㄊㄧˇ,16,371216,69.980943
5224,腦海,ㄋㄠˇ　ㄏㄞˇ,16,371232,69.983959
5225,落成,ㄌㄨㄛˋ　ㄔㄥˊ,16,371248,69.986975
5226,試駕,,16,371264,69.989991
5227,資助,ㄗ　ㄓㄨˋ,16,371280,69.993007
5228,資源回收,ㄗ　ㄩㄢˊ　ㄏㄨㄟˊ　ㄕㄡ,16,371296,69.996023
5229,農曆,,16,371312,69.999039
5230,道具,ㄉㄠˋ　ㄐㄩˋ,16,371328,70.002055
5231,頑皮,ㄨㄢˊ　ㄆㄧˊ,16,371344,70.005071
5232,鼓舞,ㄍㄨˇ　ㄨˇ,16,371360,70.008087
5233,嘉年華,,16,371376,70.011103
5234,墓碑,ㄇㄨˋ　ㄅㄟ,16,371392,70.014119
5235,奪魁,ㄉㄨㄛˊ　ㄎㄨㄟˊ,16,371408,70.017135
5236,對岸,ㄉㄨㄟˋ　ㄢˋ,16,371424,70.020151
5237,對照,ㄉㄨㄟˋ　ㄓㄠˋ,16,371440,70.023167
5238,弊案,ㄅㄧˋ　ㄢˋ,16,371456,70.026183
5239,慣例,ㄍㄨㄢˋ　ㄌㄧˋ,16,371472,70.029199
5240,演習,ㄧㄢˇ　ㄒㄧˊ,16,371488,70.032215
5241,漫長,ㄇㄢˋ　ㄔㄤˊ,16,371504,70.035231
5242,盡情,ㄐㄧㄣˋ　ㄑㄧㄥˊ,16,371520,70.038247
5243,算術,ㄙㄨㄢˋ　ㄕㄨˋ,16,371536,70.041263
5244,緊緊,ㄐㄧㄣˇ　ㄐㄧㄣˇ,16,371552,70.044279
5245,聞名,ㄨㄣˊ　ㄇㄧㄥˊ,16,371568,70.047295
5246,與眾不同,ㄩˇ　ㄓㄨㄥˋ　ㄅㄨˋ　ㄊㄨㄥˊ,16,371584,70.050311
5247,蜜蜂,ㄇㄧˋ　ㄈㄥ,16,371600,70.053327
5248,誤解,ㄨˋ　ㄐㄧㄝˇ,16,371616,70.056343
5249,說出,,16,371632,70.059359
5250,鳳陽花鼓,ㄈㄥˋ　ㄧㄤˊ　ㄏㄨㄚ　ㄍㄨˇ,16,371648,70.062375
5251,嘴巴,ㄗㄨㄟˇ　ㄅㄚ　（變）ㄗㄨㄟˇ　˙ㄅㄚ,16,371664,70.065391
5252,增值,ㄗㄥ　ㄓˊ,16,371680,70.068407
5253,寬闊,ㄎㄨㄢ　ㄎㄨㄛˋ,16,371696,70.071423
5254,審核,ㄕㄣˇ　ㄏㄜˊ,16,371712,70.074439
5255,廠房,ㄔㄤˇ　ㄈㄤˊ,16,371728,70.077455
5256,廠長,ㄔㄤˇ　ㄓㄤˇ,16,371744,70.080471
5257,樂器,ㄩㄝˋ　ㄑㄧˋ,16,371760,70.083487
5258,潛在,ㄑㄧㄢˊ　ㄗㄞˋ,16,371776,70.086503
5259,獎項,,16,371792,70.089519
5260,獎學金,ㄐㄧㄤˇ　ㄒㄩㄝˊ　ㄐㄧㄣ,16,371808,70.092535
5261,蓬勃,ㄆㄥˊ　ㄅㄛˊ,16,371824,70.095551
5262,調理,ㄊㄧㄠˊ　ㄌㄧˇ,16,371840,70.098567
5263,輪流,ㄌㄨㄣˊ　ㄌㄧㄡˊ,16,371856,70.101583
5264,鞏固,ㄍㄨㄥˇ　ㄍㄨˋ,16,371872,70.104599
5265,駕駛員,,16,371888,70.107615
5266,學業,ㄒㄩㄝˊ　ㄧㄝˋ,16,371904,70.110631
5267,戰鬥,ㄓㄢˋ　ㄉㄡˋ,16,371920,70.113647
5268,擔憂,ㄉㄢ　ㄧㄡ,16,371936,70.116663
5269,橘子,ㄐㄩˊ　˙ㄗ,16,371952,70.119679
5270,親情,ㄑㄧㄣ　ㄑㄧㄥˊ,16,371968,70.122695
5271,辨識,ㄅㄧㄢˋ　ㄕˋ,16,371984,70.125711
5272,遲到,ㄔˊ　ㄉㄠˋ,16,372000,70.128727
5273,遲疑,ㄔˊ　ㄧˊ,16,372016,70.131743
5274,錄取,ㄌㄨˋ　ㄑㄩˇ,16,372032,70.134759
5275,錄音帶,ㄌㄨˋ　ㄧㄣ　ㄉㄞˋ,16,372048,70.137775
5276,靜止,ㄐㄧㄥˋ　ㄓˇ,16,372064,70.140791
5277,頻率,ㄆㄧㄣˊ　ㄌㄩˋ,16,372080,70.143807
5278,頭暈,ㄊㄡˊ　ㄩㄣ,16,372096,70.146823
5279,默片,ㄇㄛˋ　ㄆㄧㄢˋ,16,372112,70.149839
